"Project name","Task name","Date","Start time","End time","Duration","Time zone","Project archived","Task completed"
"Read","","2023-10-24","8:04:37","8:15:05","0:10:28","+09:00","",""
"Read","","2023-10-24","9:41:53","10:31:11","0:49:18","+09:00","",""
"Program","","2023-10-24","16:04:51","18:23:41","2:18:50","+09:00","",""
"anime","","2023-10-24","20:14:04","20:45:12","0:31:08","+09:00","",""
"Program","","2023-10-24","21:50:51","23:59:59","2:09:08","+09:00","",""
"Program","","2023-10-25","0:00:00","1:00:02","1:00:02","+09:00","",""
"anime","","2023-10-25","16:44:24","17:29:19","0:44:55","+09:00","",""
"Program","","2023-10-25","17:29:20","19:40:23","2:11:03","+09:00","",""
"game","","2023-10-25","20:31:01","21:00:11","0:29:10","+09:00","",""
"movie","","2023-10-25","21:43:30","23:59:59","2:16:29","+09:00","",""
"Program","","2023-10-26","8:37:24","11:37:24","3:00:00","+09:00","",""
"Program","","2023-10-26","15:26:29","18:28:38","3:02:09","+09:00","",""
"anime","","2023-10-26","18:32:12","18:53:02","0:20:50","+09:00","",""
"Program","","2023-10-26","19:59:56","19:59:57","0:00:01","+09:00","",""
"game","","2023-10-26","19:59:59","20:58:51","0:58:52","+09:00","",""
"Program","","2023-10-26","21:35:55","23:59:59","2:24:04","+09:00","",""
"Program","","2023-10-27","0:00:00","0:18:22","0:18:22","+09:00","",""
"game","","2023-10-27","17:14:29","17:57:25","0:42:56","+09:00","",""
"Program","","2023-10-27","21:11:21","23:59:59","2:48:38","+09:00","",""
"Program","","2023-10-28","0:00:00","2:27:21","2:27:21","+09:00","",""
"Program","","2023-10-28","11:05:25","12:56:12","1:50:47","+09:00","",""
"Program","","2023-10-28","14:04:05","15:08:17","1:04:12","+09:00","",""
"Read","","2023-10-28","15:17:45","16:59:23","1:41:38","+09:00","",""
"Read","","2023-10-28","17:09:35","19:37:34","2:27:59","+09:00","",""
"game","","2023-10-28","20:42:35","21:31:48","0:49:13","+09:00","",""
"Read","","2023-10-28","22:17:01","23:26:17","1:09:16","+09:00","",""
"anime","","2023-10-29","9:28:27","10:11:28","0:43:01","+09:00","",""
"Program","","2023-10-29","10:30:56","12:13:15","1:42:19","+09:00","",""
"Program","","2023-10-29","16:02:14","16:51:07","0:48:53","+09:00","",""
"anime","","2023-10-29","16:57:28","18:13:43","1:16:15","+09:00","",""
"Read","","2023-10-29","18:17:09","19:32:47","1:15:38","+09:00","",""
"anime","","2023-10-29","21:10:18","21:37:39","0:27:21","+09:00","",""
"Read","","2023-10-29","21:38:01","23:04:03","1:26:02","+09:00","",""
"anime","","2023-10-30","16:52:54","18:33:35","1:40:41","+09:00","",""
"Program","","2023-10-30","18:33:41","19:27:58","0:54:17","+09:00","",""
"Program","","2023-10-30","20:28:23","22:41:28","2:13:05","+09:00","",""
"Read","","2023-10-30","22:47:11","23:45:11","0:58:00","+09:00","",""
"Read","","2023-10-30","23:47:05","23:59:59","0:12:54","+09:00","",""
"Read","","2023-10-31","0:00:00","0:23:53","0:23:53","+09:00","",""
"anime","","2023-10-31","15:45:21","16:18:21","0:33:00","+09:00","",""
"game","","2023-10-31","17:01:23","17:49:45","0:48:22","+09:00","",""
"Program","","2023-10-31","17:54:09","19:21:42","1:27:33","+09:00","",""
"Program","","2023-10-31","20:21:23","21:53:52","1:32:29","+09:00","",""
"Read","","2023-11-01","13:30:34","15:06:34","1:36:00","+09:00","",""
"Program","","2023-11-01","16:19:37","19:54:46","3:35:09","+09:00","",""
"Program","","2023-11-01","20:27:16","21:48:12","1:20:56","+09:00","",""
"Program","","2023-11-01","21:53:20","23:00:21","1:07:01","+09:00","",""
"Read","","2023-11-01","23:22:21","23:42:59","0:20:38","+09:00","",""
"Program","","2023-11-02","8:30:26","11:30:26","3:00:00","+09:00","",""
"Read","","2023-11-02","14:28:27","15:00:27","0:32:00","+09:00","",""
"Program","","2023-11-02","20:28:19","23:59:59","3:31:40","+09:00","",""
"Program","","2023-11-03","0:00:00","0:54:13","0:54:13","+09:00","",""
"game","","2023-11-03","0:55:15","1:29:09","0:33:54","+09:00","",""
"anime","","2023-11-03","8:32:23","8:55:35","0:23:12","+09:00","",""
"Program","","2023-11-03","9:28:40","11:27:54","1:59:14","+09:00","",""
"Read","","2023-11-03","15:07:21","15:29:40","0:22:19","+09:00","",""
"anime","","2023-11-03","16:12:22","16:31:34","0:19:12","+09:00","",""
"Program","","2023-11-03","17:47:09","19:16:03","1:28:54","+09:00","",""
"Program","","2023-11-03","19:42:57","20:41:18","0:58:21","+09:00","",""
"Program","","2023-11-03","20:45:36","21:12:36","0:27:00","+09:00","",""
"Read","","2023-11-03","21:59:02","23:03:22","1:04:20","+09:00","",""
"anime","","2023-11-03","23:20:58","23:41:43","0:20:45","+09:00","",""
"anime","","2023-11-04","8:02:27","8:27:27","0:25:00","+09:00","",""
"Program","","2023-11-04","10:03:24","11:25:24","1:22:00","+09:00","",""
"anime","","2023-11-04","11:40:26","12:01:58","0:21:32","+09:00","",""
"Program","","2023-11-04","12:00:20","12:14:20","0:14:00","+09:00","",""
"Read","","2023-11-04","12:22:07","13:12:49","0:50:42","+09:00","",""
"game","","2023-11-04","14:10:07","14:27:41","0:17:34","+09:00","",""
"Program","","2023-11-04","14:28:09","15:07:39","0:39:30","+09:00","",""
"Read","","2023-11-04","15:20:36","15:50:22","0:29:46","+09:00","",""
"movie","","2023-11-04","20:00:49","20:30:49","0:30:00","+09:00","",""
"movie","","2023-11-04","20:51:19","22:10:31","1:19:12","+09:00","",""
"Read","","2023-11-04","23:44:09","23:59:59","0:15:50","+09:00","",""
"Read","","2023-11-05","0:00:00","0:00:11","0:00:11","+09:00","",""
"anime","","2023-11-05","0:00:13","1:28:10","1:27:57","+09:00","",""
"Read","","2023-11-05","9:25:48","9:57:48","0:32:00","+09:00","",""
"anime","","2023-11-05","12:37:34","12:58:36","0:21:02","+09:00","",""
"Program","","2023-11-05","13:08:44","17:01:43","3:52:59","+09:00","",""
"Read","","2023-11-05","18:47:30","19:12:47","0:25:17","+09:00","",""
"Program","","2023-11-05","20:06:20","23:59:59","3:53:39","+09:00","",""
"Program","","2023-11-06","0:00:00","0:30:57","0:30:57","+09:00","",""
"Read","","2023-11-06","11:52:04","14:52:04","3:00:00","+09:00","",""
"Program","","2023-11-06","16:30:51","17:36:37","1:05:46","+09:00","",""
"Program","","2023-11-06","18:30:44","19:13:44","0:43:00","+09:00","",""
"Program","","2023-11-06","21:16:27","23:59:59","2:43:32","+09:00","",""
"Program","","2023-11-07","0:00:00","0:19:06","0:19:06","+09:00","",""
"Read","","2023-11-07","13:12:56","14:30:56","1:18:00","+09:00","",""
"game","","2023-11-07","15:43:05","15:53:44","0:10:39","+09:00","",""
"Program","","2023-11-07","20:06:21","22:17:01","2:10:40","+09:00","",""
"Read","","2023-11-08","12:17:29","14:17:29","2:00:00","+09:00","",""
"anime","","2023-11-08","16:29:25","16:50:58","0:21:33","+09:00","",""
"Program","","2023-11-08","16:50:59","18:00:39","1:09:40","+09:00","",""
"Program","","2023-11-08","20:01:39","21:17:18","1:15:39","+09:00","",""
"Read","","2023-11-08","21:17:36","21:35:42","0:18:06","+09:00","",""
"anime","","2023-11-08","21:44:16","23:19:08","1:34:52","+09:00","",""
"anime","","2023-11-09","16:10:19","16:36:46","0:26:27","+09:00","",""
"Program","","2023-11-09","17:05:31","19:30:08","2:24:37","+09:00","",""
"Program","","2023-11-09","20:13:47","22:29:10","2:15:23","+09:00","",""
"Read","","2023-11-09","22:48:21","23:11:27","0:23:06","+09:00","",""
"Read","","2023-11-10","0:13:52","0:50:01","0:36:09","+09:00","",""
"Read","","2023-11-10","0:51:34","1:27:54","0:36:20","+09:00","",""
"Read","","2023-11-10","8:00:42","8:18:33","0:17:51","+09:00","",""
"Read","","2023-11-10","11:50:40","13:50:40","2:00:00","+09:00","",""
"anime","","2023-11-10","16:28:29","16:46:15","0:17:46","+09:00","",""
"Program","","2023-11-10","16:47:49","18:06:31","1:18:42","+09:00","",""
"anime","","2023-11-10","19:05:02","19:39:11","0:34:09","+09:00","",""
"anime","","2023-11-10","20:12:26","20:24:02","0:11:36","+09:00","",""
"anime","","2023-11-11","9:05:00","9:29:59","0:24:59","+09:00","",""
"anime","","2023-11-11","9:42:59","10:17:11","0:34:12","+09:00","",""
"Program","","2023-11-11","16:09:58","19:35:16","3:25:18","+09:00","",""
"Program","","2023-11-11","20:23:40","20:34:58","0:11:18","+09:00","",""
"Read","","2023-11-11","21:21:59","23:41:39","2:19:40","+09:00","",""
"Program","","2023-11-12","17:53:40","18:27:22","0:33:42","+09:00","",""
"Program","","2023-11-12","18:59:43","20:04:00","1:04:17","+09:00","",""
"Program","","2023-11-12","20:30:50","21:31:39","1:00:49","+09:00","",""
"anime","","2023-11-12","21:36:26","22:27:44","0:51:18","+09:00","",""
"Read","","2023-11-12","22:35:27","23:23:57","0:48:30","+09:00","",""
"Program","","2023-11-13","12:51:40","15:20:07","2:28:27","+09:00","",""
"Read","","2023-11-13","15:55:58","16:19:18","0:23:20","+09:00","",""
"Program","","2023-11-13","18:55:32","20:03:00","1:07:28","+09:00","",""
"Program","","2023-11-13","20:42:34","21:38:13","0:55:39","+09:00","",""
"Program","","2023-11-13","22:00:43","22:15:21","0:14:38","+09:00","",""
"Read","","2023-11-13","22:19:18","23:07:14","0:47:56","+09:00","",""
"Read","","2023-11-14","14:50:49","15:07:49","0:17:00","+09:00","",""
"Program","","2023-11-14","16:10:55","16:31:55","0:21:00","+09:00","",""
"Program","","2023-11-14","16:42:41","17:58:33","1:15:52","+09:00","",""
"Program","","2023-11-14","18:29:05","18:41:20","0:12:15","+09:00","",""
"Program","","2023-11-14","19:26:29","20:27:25","1:00:56","+09:00","",""
"Read","","2023-11-14","21:15:09","21:50:21","0:35:12","+09:00","",""
"anime","","2023-11-15","17:34:25","18:02:38","0:28:13","+09:00","",""
"anime","","2023-11-15","18:35:43","20:59:31","2:23:48","+09:00","",""
"anime","","2023-11-15","22:18:43","23:59:59","1:41:16","+09:00","",""
"anime","","2023-11-16","16:15:23","18:26:29","2:11:06","+09:00","",""
"game","","2023-11-16","20:02:05","20:24:00","0:21:55","+09:00","",""
"anime","","2023-11-16","20:27:47","22:54:21","2:26:34","+09:00","",""
"anime","","2023-11-17","16:31:52","17:41:23","1:09:31","+09:00","",""
"anime","","2023-11-18","13:09:03","14:11:56","1:02:53","+09:00","",""
"Program","","2023-11-18","14:12:28","14:41:56","0:29:28","+09:00","",""
"anime","","2023-11-19","11:00:57","11:19:57","0:19:00","+09:00","",""
"anime","","2023-11-19","11:41:15","12:25:17","0:44:02","+09:00","",""
"Program","","2023-11-19","13:01:08","15:22:47","2:21:39","+09:00","",""
"movie","","2023-11-19","15:22:51","19:08:52","3:46:01","+09:00","",""
"game","","2023-11-20","21:17:45","21:49:45","0:32:00","+09:00","",""
"Program","","2023-11-21","16:47:21","17:29:31","0:42:10","+09:00","",""
"Program","","2023-11-21","21:12:12","23:59:59","2:47:47","+09:00","",""
"Program","","2023-11-22","0:00:00","0:29:34","0:29:34","+09:00","",""
"anime","","2023-11-23","10:40:25","12:37:46","1:57:21","+09:00","",""
"anime","","2023-11-23","13:13:49","16:15:25","3:01:36","+09:00","",""
"Program","","2023-11-23","16:15:30","19:01:53","2:46:23","+09:00","",""
"Program","","2023-11-23","20:00:48","20:48:53","0:48:05","+09:00","",""
"game","","2023-11-23","21:44:04","22:40:32","0:56:28","+09:00","",""
"anime","","2023-11-24","11:46:19","16:44:18","4:57:59","+09:00","",""
"game","","2023-11-24","16:47:25","17:37:04","0:49:39","+09:00","",""
"anime","","2023-11-24","20:12:34","20:37:34","0:25:00","+09:00","",""
"anime","","2023-11-25","13:03:14","13:45:14","0:42:00","+09:00","",""
"anime","","2023-11-25","13:47:08","14:45:43","0:58:35","+09:00","",""
"Program","","2023-11-25","16:40:03","17:48:10","1:08:07","+09:00","",""
"anime","","2023-11-26","9:34:11","10:18:54","0:44:43","+09:00","",""
"anime","","2023-11-26","12:44:58","15:33:09","2:48:11","+09:00","",""
"anime","","2023-11-26","19:38:43","21:42:24","2:03:41","+09:00","",""
"Study","","2023-11-26","22:03:25","23:53:12","1:49:47","+09:00","",""
"anime","","2023-11-27","13:09:48","13:44:38","0:34:50","+09:00","",""
"anime","","2023-11-27","16:51:41","18:52:00","2:00:19","+09:00","",""
"game","","2023-11-27","20:07:28","20:50:15","0:42:47","+09:00","",""
"anime","","2023-11-28","11:09:54","12:52:43","1:42:49","+09:00","",""
"anime","","2023-11-28","16:44:13","17:17:49","0:33:36","+09:00","",""
"anime","","2023-11-29","11:11:07","12:18:23","1:07:16","+09:00","",""
"game","","2023-11-29","21:04:26","21:30:40","0:26:14","+09:00","",""
"Read","","2023-11-30","17:49:34","18:13:30","0:23:56","+09:00","",""
"Read","","2023-11-30","19:35:47","19:45:47","0:10:00","+09:00","",""
"Read","","2023-11-30","20:01:49","20:42:10","0:40:21","+09:00","",""
"Read","","2023-11-30","21:00:31","21:32:40","0:32:09","+09:00","",""
"anime","","2023-12-01","11:28:41","11:51:03","0:22:22","+09:00","",""
"Read","","2023-12-01","17:40:35","18:31:58","0:51:23","+09:00","",""
"Read","","2023-12-01","19:06:53","19:26:20","0:19:27","+09:00","",""
"Program","","2023-12-01","19:56:04","22:57:19","3:01:15","+09:00","",""
"anime","","2023-12-01","23:00:54","23:26:13","0:25:19","+09:00","",""
"Read","","2023-12-02","11:02:50","11:33:16","0:30:26","+09:00","",""
"Read","","2023-12-02","11:45:50","12:02:50","0:17:00","+09:00","",""
"movie","","2023-12-02","13:05:53","13:23:59","0:18:06","+09:00","",""
"Read","","2023-12-02","18:05:42","19:17:57","1:12:15","+09:00","",""
"Read","","2023-12-02","19:40:25","20:50:35","1:10:10","+09:00","",""
"Read","","2023-12-02","21:03:06","23:29:31","2:26:25","+09:00","",""
"Read","","2023-12-03","10:10:05","10:45:05","0:35:00","+09:00","",""
"Read","","2023-12-03","10:56:56","11:16:26","0:19:30","+09:00","",""
"anime","","2023-12-03","15:58:03","16:38:35","0:40:32","+09:00","",""
"Read","","2023-12-03","22:04:34","22:57:40","0:53:06","+09:00","",""
"Read","","2023-12-04","10:00:40","10:48:40","0:48:00","+09:00","",""
"Read","","2023-12-04","22:28:45","23:13:53","0:45:08","+09:00","",""
"Read","","2023-12-05","12:38:38","13:38:38","1:00:00","+09:00","",""
"game","","2023-12-05","19:31:01","19:38:35","0:07:34","+09:00","",""
"Read","","2023-12-05","22:38:34","23:48:54","1:10:20","+09:00","",""
"Read","","2023-12-06","12:22:43","13:55:43","1:33:00","+09:00","",""
"anime","","2023-12-06","15:18:36","16:48:06","1:29:30","+09:00","",""
"Read","","2023-12-06","20:22:55","20:51:18","0:28:23","+09:00","",""
"Program","","2023-12-06","21:05:23","21:47:23","0:42:00","+09:00","",""
"Read","","2023-12-07","8:35:48","9:14:47","0:38:59","+09:00","",""
"Program","","2023-12-07","14:24:31","14:49:14","0:24:43","+09:00","",""
"Program","","2023-12-07","18:14:10","19:53:43","1:39:33","+09:00","",""
"Read","","2023-12-08","12:00:48","13:00:48","1:00:00","+09:00","",""
"Read","","2023-12-08","19:00:40","19:04:54","0:04:14","+09:00","",""
"Read","","2023-12-08","19:53:01","19:53:03","0:00:02","+09:00","",""
"anime","","2023-12-10","9:00:16","9:22:16","0:22:00","+09:00","",""
"anime","","2023-12-10","13:08:09","14:21:58","1:13:49","+09:00","",""
"Program","","2023-12-10","14:25:39","17:50:38","3:24:59","+09:00","",""
"Program","","2023-12-10","18:16:36","19:32:09","1:15:33","+09:00","",""
"Program","","2023-12-10","20:40:35","20:59:35","0:19:00","+09:00","",""
"Read","","2023-12-10","22:57:38","23:34:53","0:37:15","+09:00","",""
"Read","","2023-12-11","9:30:52","11:06:52","1:36:00","+09:00","",""
"Read","","2023-12-11","12:20:50","13:58:50","1:38:00","+09:00","",""
"Program","","2023-12-11","16:14:08","18:47:56","2:33:48","+09:00","",""
"Program","","2023-12-11","19:47:30","22:51:35","3:04:05","+09:00","",""
"Read","","2023-12-11","22:56:44","23:21:12","0:24:28","+09:00","",""
"Read","","2023-12-12","11:40:34","12:11:34","0:31:00","+09:00","",""
"Read","","2023-12-12","12:59:56","13:25:56","0:26:00","+09:00","",""
"Program","","2023-12-12","15:31:29","18:47:44","3:16:15","+09:00","",""
"anime","","2023-12-12","19:00:49","19:29:49","0:29:00","+09:00","",""
"Program","","2023-12-12","20:48:46","22:37:13","1:48:27","+09:00","",""
"Read","","2023-12-12","23:00:52","23:59:59","0:59:07","+09:00","",""
"Read","","2023-12-13","0:00:00","0:29:47","0:29:47","+09:00","",""
"Read","","2023-12-13","9:30:24","12:00:24","2:30:00","+09:00","",""
"anime","","2023-12-13","12:43:37","13:04:11","0:20:34","+09:00","",""
"Program","","2023-12-13","14:56:54","18:20:34","3:23:40","+09:00","",""
"Program","","2023-12-13","19:29:39","19:29:40","0:00:01","+09:00","",""
"Read","","2023-12-13","19:29:42","20:33:08","1:03:26","+09:00","",""
"Read","","2023-12-14","12:03:17","12:20:16","0:16:59","+09:00","",""
"movie","","2023-12-14","16:05:05","16:37:51","0:32:46","+09:00","",""
"movie","","2023-12-14","18:40:26","19:10:26","0:30:00","+09:00","",""
"movie","","2023-12-14","19:43:28","20:10:23","0:26:55","+09:00","",""
"Program","","2023-12-14","20:37:07","22:20:24","1:43:17","+09:00","",""
"anime","","2023-12-15","12:21:14","12:39:47","0:18:33","+09:00","",""
"Read","","2023-12-15","12:57:56","13:15:56","0:18:00","+09:00","",""
"Program","","2023-12-15","13:07:47","13:24:45","0:16:58","+09:00","",""
"Program","","2023-12-15","15:51:35","20:13:50","4:22:15","+09:00","",""
"Program","","2023-12-15","22:21:02","23:29:57","1:08:55","+09:00","",""
"anime","","2023-12-15","23:40:34","23:59:34","0:19:00","+09:00","",""
"Read","","2023-12-16","12:03:27","12:13:27","0:10:00","+09:00","",""
"Program","","2023-12-16","15:50:03","18:34:13","2:44:10","+09:00","",""
"Program","","2023-12-16","18:54:03","19:29:36","0:35:33","+09:00","",""
"Program","","2023-12-16","19:49:49","22:08:21","2:18:32","+09:00","",""
"Read","","2023-12-16","22:23:59","23:59:59","1:36:00","+09:00","",""
"Read","","2023-12-17","0:00:00","0:33:59","0:33:59","+09:00","",""
"anime","","2023-12-17","11:23:05","11:39:10","0:16:05","+09:00","",""
"Program","","2023-12-17","13:43:38","18:17:49","4:34:11","+09:00","",""
"Read","","2023-12-17","18:18:20","18:38:41","0:20:21","+09:00","",""
"Program","","2023-12-17","19:39:15","23:17:37","3:38:22","+09:00","",""
"anime","","2023-12-18","12:46:49","12:58:30","0:11:41","+09:00","",""
"anime","","2023-12-18","13:32:16","13:41:08","0:08:52","+09:00","",""
"Program","","2023-12-18","13:49:06","14:07:57","0:18:51","+09:00","",""
"Program","","2023-12-18","18:04:02","19:14:30","1:10:28","+09:00","",""
"Program","","2023-12-18","19:50:43","23:32:11","3:41:28","+09:00","",""
"Program","","2023-12-19","14:16:30","14:27:09","0:10:39","+09:00","",""
"Program","","2023-12-19","16:15:09","19:04:23","2:49:14","+09:00","",""
"anime","","2023-12-19","19:12:23","19:24:40","0:12:17","+09:00","",""
"Program","","2023-12-19","21:35:04","23:32:14","1:57:10","+09:00","",""
"Program","","2023-12-20","15:22:02","19:00:29","3:38:27","+09:00","",""
"Program","","2023-12-20","19:52:24","20:12:30","0:20:06","+09:00","",""
"Program","","2023-12-20","20:41:57","23:59:59","3:18:02","+09:00","",""
"Program","","2023-12-21","0:00:00","1:01:29","1:01:29","+09:00","",""
"Read","","2023-12-21","12:17:05","12:50:05","0:33:00","+09:00","",""
"Program","","2023-12-21","13:56:15","18:50:32","4:54:17","+09:00","",""
"Program","","2023-12-21","20:48:47","23:49:42","3:00:55","+09:00","",""
"Read","","2023-12-22","9:00:51","9:30:51","0:30:00","+09:00","",""
"Read","","2023-12-22","15:26:05","16:02:21","0:36:16","+09:00","",""
"Program","","2023-12-22","17:01:26","19:49:32","2:48:06","+09:00","",""
"Program","","2023-12-22","22:13:15","23:59:59","1:46:44","+09:00","",""
"Program","","2023-12-23","0:00:00","0:02:42","0:02:42","+09:00","",""
"Read","","2023-12-23","10:30:07","11:47:07","1:17:00","+09:00","",""
"Program","","2023-12-23","17:10:25","21:01:49","3:51:24","+09:00","",""
"anime","","2023-12-24","14:48:03","16:18:33","1:30:30","+09:00","",""
"Program","","2023-12-24","16:48:40","17:48:40","1:00:00","+09:00","",""
"Program","","2023-12-24","17:48:50","18:01:58","0:13:08","+09:00","",""
"game","","2023-12-24","18:08:03","19:30:29","1:22:26","+09:00","",""
"game","","2023-12-24","23:17:55","23:59:59","0:42:04","+09:00","",""
"game","","2023-12-25","0:00:00","1:26:04","1:26:04","+09:00","",""
"Program","","2023-12-25","15:41:19","17:40:11","1:58:52","+09:00","",""
"game","","2023-12-25","17:59:42","18:49:36","0:49:54","+09:00","",""
"game","","2023-12-25","22:30:17","23:32:31","1:02:14","+09:00","",""
"anime","","2023-12-26","11:27:18","12:20:17","0:52:59","+09:00","",""
"game","","2023-12-26","17:39:42","18:57:38","1:17:56","+09:00","",""
"game","","2023-12-26","19:51:24","23:59:59","4:08:35","+09:00","",""
"game","","2023-12-27","0:00:00","1:18:30","1:18:30","+09:00","",""
"game","","2023-12-27","13:44:28","18:55:59","5:11:31","+09:00","",""
"game","","2023-12-27","21:48:05","23:26:50","1:38:45","+09:00","",""
"Read","","2023-12-28","9:15:59","9:56:59","0:41:00","+09:00","",""
"game","","2023-12-28","14:34:30","17:01:12","2:26:42","+09:00","",""
"game","","2023-12-28","17:36:23","19:17:31","1:41:08","+09:00","",""
"game","","2023-12-28","20:50:23","22:46:29","1:56:06","+09:00","",""
"game","","2023-12-28","23:23:38","23:59:59","0:36:21","+09:00","",""
"game","","2023-12-29","0:00:00","0:43:26","0:43:26","+09:00","",""
"game","","2023-12-29","13:14:12","14:40:04","1:25:52","+09:00","",""
"movie","","2023-12-29","14:58:39","15:08:55","0:10:16","+09:00","",""
"movie","","2023-12-29","19:21:59","22:06:02","2:44:03","+09:00","",""
"movie","","2023-12-29","22:12:14","23:41:15","1:29:01","+09:00","",""
"game","","2023-12-29","23:49:49","23:59:59","0:10:10","+09:00","",""
"game","","2023-12-30","0:00:00","0:31:21","0:31:21","+09:00","",""
"game","","2023-12-30","18:38:50","19:06:32","0:27:42","+09:00","",""
"game","","2023-12-30","20:10:02","21:34:48","1:24:46","+09:00","",""
"game","","2023-12-30","22:21:06","23:47:59","1:26:53","+09:00","",""
"game","","2023-12-31","1:43:12","2:36:16","0:53:04","+09:00","",""
"game","","2023-12-31","2:39:38","2:39:44","0:00:06","+09:00","",""
"game","","2023-12-31","15:56:59","17:21:13","1:24:14","+09:00","",""
"movie","","2023-12-31","17:55:27","20:28:00","2:32:33","+09:00","",""
"movie","","2023-12-31","21:07:21","22:54:57","1:47:36","+09:00","",""
"movie","","2023-12-31","23:41:27","23:59:59","0:18:32","+09:00","",""
"movie","","2024-01-01","0:00:00","0:13:02","0:13:02","+09:00","",""
"Read","","2024-01-01","11:43:56","12:43:56","1:00:00","+09:00","",""
"game","","2024-01-01","22:31:04","22:51:12","0:20:08","+09:00","",""
"anime","","2024-01-02","12:31:53","13:31:53","1:00:00","+09:00","",""
"anime","","2024-01-02","15:43:14","16:43:14","1:00:00","+09:00","",""
"movie","","2024-01-02","18:48:51","19:11:57","0:23:06","+09:00","",""
"movie","","2024-01-02","20:35:07","22:00:07","1:25:00","+09:00","",""
"movie","","2024-01-02","22:09:58","23:36:24","1:26:26","+09:00","",""
"Read","","2024-01-03","0:48:03","1:18:46","0:30:43","+09:00","",""
"movie","","2024-01-03","1:18:48","3:23:59","2:05:11","+09:00","",""
"movie","","2024-01-03","13:05:23","14:22:59","1:17:36","+09:00","",""
"Read","","2024-01-03","18:43:43","18:58:15","0:14:32","+09:00","",""
"movie","","2024-01-03","19:43:24","21:17:53","1:34:29","+09:00","",""
"Study","","2024-01-03","21:45:42","22:15:42","0:30:00","+09:00","",""
"movie","","2024-01-03","22:46:31","23:13:45","0:27:14","+09:00","",""
"anime","","2024-01-03","23:36:55","23:59:59","0:23:04","+09:00","",""
"anime","","2024-01-04","0:00:00","0:57:10","0:57:10","+09:00","",""
"Read","","2024-01-04","10:11:08","11:55:06","1:43:58","+09:00","",""
"Read","","2024-01-04","12:20:37","14:56:35","2:35:58","+09:00","",""
"Read","","2024-01-04","17:11:42","18:36:43","1:25:01","+09:00","",""
"Read","","2024-01-04","19:07:13","19:40:43","0:33:30","+09:00","",""
"anime","","2024-01-04","19:58:03","21:22:49","1:24:46","+09:00","",""
"Read","","2024-01-04","21:28:30","23:31:06","2:02:36","+09:00","",""
"Read","","2024-01-04","23:42:21","23:59:59","0:17:38","+09:00","",""
"Read","","2024-01-05","0:00:00","0:03:42","0:03:42","+09:00","",""
"Read","","2024-01-05","9:01:34","11:44:10","2:42:36","+09:00","",""
"anime","","2024-01-05","11:50:56","12:29:01","0:38:05","+09:00","",""
"game","","2024-01-05","12:29:06","13:14:20","0:45:14","+09:00","",""
"Program","","2024-01-05","14:11:52","14:57:05","0:45:13","+09:00","",""
"Read","","2024-01-05","15:07:52","16:17:00","1:09:08","+09:00","",""
"anime","","2024-01-05","20:24:56","22:12:09","1:47:13","+09:00","",""
"Read","","2024-01-05","23:44:21","23:59:59","0:15:38","+09:00","",""
"Read","","2024-01-06","0:00:00","0:14:07","0:14:07","+09:00","",""
"Read","","2024-01-06","2:13:56","2:28:56","0:15:00","+09:00","",""
"anime","","2024-01-06","2:29:55","2:57:49","0:27:54","+09:00","",""
"anime","","2024-01-06","10:52:26","11:50:48","0:58:22","+09:00","",""
"anime","","2024-01-06","12:20:43","12:44:47","0:24:04","+09:00","",""
"anime","","2024-01-06","12:56:02","14:02:56","1:06:54","+09:00","",""
"movie","","2024-01-06","14:03:00","14:30:59","0:27:59","+09:00","",""
"game","","2024-01-06","15:10:02","15:49:54","0:39:52","+09:00","",""
"Read","","2024-01-06","17:07:54","17:47:13","0:39:19","+09:00","",""
"anime","","2024-01-06","17:48:10","18:09:02","0:20:52","+09:00","",""
"game","","2024-01-06","19:48:48","20:51:39","1:02:51","+09:00","",""
"Read","","2024-01-06","20:59:14","22:44:48","1:45:34","+09:00","",""
"game","","2024-01-07","12:30:46","14:32:13","2:01:27","+09:00","",""
"Read","","2024-01-07","21:40:34","23:07:38","1:27:04","+09:00","",""
"Write","","2024-01-07","23:09:58","23:59:59","0:50:01","+09:00","",""
"Write","Daily","2024-01-08","0:00:00","1:26:44","1:26:44","+09:00","",""
"Read","タコピー","2024-01-08","14:35:50","15:09:30","0:33:40","+09:00","","1"
"game","","2024-01-08","15:24:08","16:37:22","1:13:14","+09:00","",""
"Read","サバイバー チャック・パラニューク","2024-01-08","16:51:34","17:57:09","1:05:35","+09:00","","1"
"Read","サバイバー チャック・パラニューク","2024-01-08","19:17:33","19:31:35","0:14:02","+09:00","","1"
"Read","サバイバー チャック・パラニューク","2024-01-08","20:05:46","21:36:23","1:30:37","+09:00","","1"
"anime","薬屋のひとりごと","2024-01-08","22:19:28","22:41:33","0:22:05","+09:00","","1"
"movie","ハリーポッター アズカバンの囚人","2024-01-08","22:42:04","22:45:05","0:03:01","+09:00","","1"
"movie","ハリーポッター アズカバンの囚人","2024-01-08","22:45:13","23:59:59","1:14:46","+09:00","","1"
"movie","ハリーポッター アズカバンの囚人","2024-01-09","0:00:00","0:23:03","0:23:03","+09:00","","1"
"Read","クズの本懐 横槍メンゴ","2024-01-09","0:23:15","1:49:15","1:26:00","+09:00","","1"
"Read","蜘蛛の糸 杜子春 芥川龍之介","2024-01-09","10:21:59","10:26:12","0:04:13","+09:00","","1"
